MEP,group_abbv,country,"Paragraph 1, amendment 5","Paragraph 3, amendment 6",Paragraph 6/1,Paragraph 6/2,"Paragraph 16, indent 5, amendment 7",Paragraph 18,Paragraph 19,Paragraph 20,"Paragraph 24, amendment 8","Paragraph 27, amendment 9","Paragraph 29, amendment 10",Paragraph 52/1,Paragraph 52/2,Paragraph 69/1,Paragraph 69/2,"Paragraph 73, intro, amendment 11","Paragraph 73, indent 1, amendment 12","Paragraph 73, indent 3, amendment 13","Paragraph 73, indent 3, amendment 4","Paragraph 73, indent 4/1","Paragraph 73, indent 4/2","Paragraph 73, indent 5, amendment 15","Paragraph 73, after indent 5, amendment 24","Paragraph 74, intro, amendment 16","Paragraph 74, indent 1, amendment 17","Paragraph 74, indent 3, amendment 18","Paragraph 74, after indent 3, amendment 25","Paragraph 75, amendment 19",Paragraph 75/1,Paragraph 75/2,"Paragraph 76, amendment 20","Paragraph 77, amendment 21","Paragraph 78, amendment 22","Paragraph 80, amendment 23",Citation 3/1,Citation 3/2,"After citation 4, amendment 1","Recital G, amendment 2",Recital J/1,Recital J/2,Recital J/3,"Recital V, amendment 3","Recital AE, amendment 4",vote: resolution (as a whole)
Jens Gieseke,EPP,Germany,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Niclas Herbst,EPP,Germany,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Peter Jahr,EPP,Germany,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Abstain,For,For,For,For,For,Against,For,Against,For,For,For,For,For,For,Against,For,For,For,For,For,For,Didn't vote,For,For,For,For,For,For,Against
Peter Liese,EPP,Germany,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Norbert Lins,EPP,Germany,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
David Mcallister,EPP,Germany,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Markus Pieper,EPP,Germany,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Dennis Radtke,EPP,Germany,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Christine Schneider,EPP,Germany,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Sven Schulze,EPP,Germany,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Andreas Schwab,EPP,Germany,For,For,For,Against,For,Against,Against,Against,For,For,For,Abstain,For,Against,For,For,For,Against,For,Against,For,Against,For,For,For,Against,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Ralf Seekatz,EPP,Germany,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Sven Simon,EPP,Germany,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,Against,For,Against,For,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Sabine Verheyen,EPP,Germany,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Axel Voss,EPP,Germany,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Marion Walsmann,EPP,Germany,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Rainer Wieland,EPP,Germany,For,For,For,Against,For,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Against
Christian Doleschal,EPP,Germany,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Markus Ferber,EPP,Germany,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Monika Hohlmeier,EPP,Germany,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Marlene Mortler,EPP,Germany,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Angelika Niebler,EPP,Germany,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Manfred Weber,EPP,Germany,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
David Lega,EPP,Sweden,For,For,For,Against,For,Against,Against,Against,For,For,For,Abstain,Against,Abstain,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Sara Skyttedal,EPP,Sweden,For,For,For,Against,For,Against,Against,Against,For,For,For,Abstain,Against,Abstain,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Alvaro Amaro,EPP,Portugal,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Abstain
Maria Da Graca Carvalho,EPP,Portugal,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Abstain
Jose Manuel Fernandes,EPP,Portugal,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Claudia Monteiro De Aguiar,EPP,Portugal,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Abstain
Lidia Pereira,EPP,Portugal,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Abstain
Paulo Rangel,EPP,Portugal,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Abstain
Pablo Arias Echeverria,EPP,Spain,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Isabel Benjumea Benjumea,EPP,Spain,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Against,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Pilar Del Castillo Vera,EPP,Spain,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Rosa Estaras Ferragut,EPP,Spain,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Jose Manuel Garcia Margallo Y Marfil,EPP,Spain,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Esteban Gonzalez Pons,EPP,Spain,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Leopoldo Lopez Gil,EPP,Spain,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Antonio Lopez Isturiz White,EPP,Spain,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Francisco Jose Millan Mon,EPP,Spain,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Dolors Montserrat,EPP,Spain,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Javier Zarzalejos,EPP,Spain,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Juan Ignacio Zoido Alvarez,EPP,Spain,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,Against,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Gabriel Mato,EPP,Spain,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Against,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Vasile Blaga,EPP,Romania,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,Abstain,For,For,For,Against,For,For,For,Against
Ioan Rares Bogdan,EPP,Romania,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,Abstain,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,Didn't vote,For,For,Abstain,For,For,For,Against,For,For,For,Against
Daniel Buda,EPP,Romania,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,Abstain,For,For,For,Against,For,For,For,Against
Cristian Silviu Busoi,EPP,Romania,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Gheorghe Falca,EPP,Romania,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,Abstain,For,For,For,Against,For,For,For,Against
Mircea Gheorghe Hava,EPP,Romania,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,Against,For,For,Against,For,For,For,Against,For,For,Against,For,Against,For,For,For,For,For,For,For,Against,For,For,For,Against
Marian Jean Marinescu,EPP,Romania,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,Abstain,For,For,For,Against,For,For,For,Against
Dan Stefan Motreanu,EPP,Romania,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Siegfried Muresan,EPP,Romania,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,Abstain,For,For,For,Against,For,For,For,Against
Gheorghe Vlad Nistor,EPP,Romania,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Lorant Vincze,EPP,Romania,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,For,For,Against,For,For,For,Against
Iuliu Winkler,EPP,Romania,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,Abstain,For,For,For,Against,For,For,For,Against
Ivan Stefanec,EPP,Slovakia,For,For,For,Against,For,Against,Against,Against,Abstain,For,For,Abstain,Abstain,For,Abstain,For,For,For,For,Abstain,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,Abstain,For,For,For,Against,For,For,For,Against
Miriam Lexmann,EPP,Slovakia,For,For,For,Against,For,For,For,Abstain,For,For,For,For,Abstain,For,Against,Abstain,Abstain,For,Abstain,Against,Against,For,Against,Abstain,For,Abstain,Against,Abstain,Against,Against,Abstain,For,For,For,For,Against,Against,Abstain,For,Against,For,For,For,Against
Pascal Arimont,EPP,Belgium,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,For,For,For,For,For
David Casa,EPP,Malta,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,For,For,For,For,Against
Roberta Metsola,EPP,Malta,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,For,For,For,For,Against
Pernille Weiss,EPP,Denmark,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,For,For,Against,For,For,For,Against
Frances Fitzgerald,EPP,Ireland,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Abstain
Sean Kelly,EPP,Ireland,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Abstain
Maria Walsh,EPP,Ireland,For,For,For,Against,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,Abstain
Deirdre Clune,EPP,Ireland,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Abstain
Colm Markey,EPP,Ireland,For,For,For,Against,Abstain,Against,Against,Abstain,For,For,For,For,Abstain,For,Against,For,For,Abstain,For,For,Against,For,Against,Abstain,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Abstain
Asim Ademov,EPP,Bulgaria,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,Abstain,For,For,For,Against,For,For,For,Against
Andrey Kovatchev,EPP,Bulgaria,For,For,Abstain,Against,Abstain,Against,Against,Against,Abstain,For,For,For,Abstain,For,Against,For,For,For,Abstain,Abstain,Against,For,Against,For,For,For,Against,Abstain,Abstain,Against,For,For,Abstain,For,For,Abstain,For,For,For,Against,For,For,For,Against
Eva Maydell,EPP,Bulgaria,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Andrey Novakov,EPP,Bulgaria,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,Abstain,For,For,For,Against,For,For,For,Against
Emil Radev,EPP,Bulgaria,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,For,For,Against,For,For,For,Against
Tom Berendsen,EPP,Netherlands,For,For,For,Against,For,Against,Against,Against,For,For,For,For,For,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Esther De Lange,EPP,Netherlands,For,For,For,Against,For,Against,Against,Against,For,For,For,For,For,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Jeroen Lenaers,EPP,Netherlands,For,For,For,Against,For,Against,Against,Against,For,For,For,For,For,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Antonius Manders,EPP,Netherlands,For,For,For,Against,For,Against,Against,Against,For,For,For,For,For,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Annie Schreijer Pierik,EPP,Netherlands,For,For,For,Against,For,Against,Against,Against,For,For,For,For,For,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Jerzy Buzek,EPP,Poland,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Jaroslaw Duda,EPP,Poland,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,For
Tomasz Frankowski,EPP,Poland,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Andrzej Halicki,EPP,Poland,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,For
Ewa Kopacz,EPP,Poland,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,For
Janusz Lewandowski,EPP,Poland,For,For,For,Against,For,Against,Against,Against,Abstain,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,Abstain,For,For,For,Against,For,For,For,Against
Elzbieta Katarzyna Lukacijewska,EPP,Poland,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,For,For,For,For,For
Jan Olbrycht,EPP,Poland,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Radoslaw Sikorski,EPP,Poland,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Krzysztof Hetman,EPP,Poland,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,Abstain,For,For,For,Against,For,For,For,For
